Feature_1_Age,Feature_2_Income,Feature_3_Experience,Feature_4_Education,Feature_5_Skill,Feature_6_Performance,Feature_7_Projects,Feature_8_Attendance,Feature_9_TrainingHours,Feature_10_IQ,Target
36.0,147185.87392731215,11.0,87.0,82.0,62.0,14.0,67.0,149.0,108.0,22418.799228422817
29.0,105023.18226085448,7.0,59.0,44.0,53.0,6.0,79.0,162.0,116.0,15990.064753066805
48.0,223923.29283336757,28.0,79.0,84.0,69.0,13.0,77.0,138.0,149.0,33829.96740574596
51.0,199981.30095187257,28.0,55.0,78.0,52.0,14.0,80.0,164.0,112.0,30225.52355566192
21.0,118040.34067105284,1.0,64.0,83.0,86.0,19.0,61.0,182.0,114.0,18214.74616035466
56.0,244221.4000954773,36.0,98.0,88.0,61.0,16.0,93.0,176.0,136.0,36983.23553652866
37.0,168673.48145370017,16.0,87.0,67.0,90.0,16.0,65.0,130.0,124.0,25776.98199294849
46.0,186248.16684141432,24.0,70.0,82.0,56.0,6.0,81.0,115.0,143.0,28319.670885170344
38.0,174677.8591995191,13.0,75.0,92.0,98.0,18.0,62.0,126.0,91.0,26607.91884516728
40.0,179319.72044662663,18.0,70.0,47.0,99.0,13.0,92.0,10.0,149.0,27339.549969225794
49.0,178324.28706671196,26.0,75.0623350253807,52.0,83.0,12.0,99.0,137.0,136.0,25981.160479420636
23.0,106141.06767615804,2.0,67.0,75.0,58.0,10.0,88.0,188.0,142.0,16306.80348490333
27.0,133037.3963078365,7.0,90.0,78.0,65.0,6.0,79.0,151.0,81.0,20262.135802028784
55.0,203074.9363949023,32.0,55.0,54.0,57.0,15.0,67.0,175.0,99.0,30914.415978652352
51.0,200998.51796472116,26.0,68.0,72.0,95.0,9.0,86.0,133.0,140.0,30545.327571124075
35.0,139975.27344419522,12.0,85.0,49.0,74.0,7.0,98.0,140.0,97.0,21226.158093371912
24.0,140977.2712014055,2.0,99.0,90.0,76.0,11.0,92.0,78.0,80.0,21553.88885130692
38.0,162745.58022832478,13.0,69.0,93.0,87.0,19.0,91.0,48.0,137.0,25981.160479420636
54.0,226610.7809850632,31.0,72.0,61.0,85.0,18.0,84.0,126.0,121.0,34534.863673814594
32.0,628765.7508511497,7.0,65.0,76.0,74.0,8.0,86.0,21.0,120.0,19152.749118247862
50.0,206134.55574593312,25.0,74.0,64.0,92.0,5.0,91.0,19.0,96.0,31238.01641532809
52.0,212869.09714073117,28.0,71.0,95.0,56.0,15.0,66.0,144.0,138.0,32442.6279764526
20.0,174065.05749473296,0.0,59.0,66.0,91.0,5.0,64.0,130.0,113.0,15987.149610710256
41.0,160693.66329965464,17.0,94.0,65.0,75.07918781725888,3.0,81.0,182.0,148.0,24358.410730814765
44.0,204937.1592430342,22.0,90.0,85.0,98.0,16.0,94.0,19.0,88.0,31092.195568258645
35.0,167612.0565196582,10.0,93.0,69.87288049548178,68.0,8.0,65.0,121.0,92.0,25379.194340152662
60.0,217299.77756651508,35.0,56.0,68.0,60.0,10.0,61.0,21.0,114.99086016045496,32997.04069270587
23.0,116006.36644533058,1.0,72.0,63.0,77.0,5.0,75.0,145.0,132.0,17544.96875168164
56.0,174065.05749473296,31.0,100.0,51.0,60.0,6.0,65.0,166.0,128.0,32400.39612021817
59.0,225642.45674476025,34.0,65.0,71.0,87.0,5.0,74.0,128.0,112.0,34313.17885914036
49.0,195095.29847786736,27.0,92.0,40.0,79.0,10.0,94.0,50.0,89.0,29547.473083964225
48.0,203599.0104249501,26.0,87.0,59.0,90.0,14.0,76.0,126.0,118.0,30915.32020405634
32.0,126067.58672625624,9.0,80.0,46.0,65.0,13.0,96.0,101.0,117.0,19264.35107639054
38.0,178230.08408072675,18.0,92.0,65.0,67.0,1.0,96.0,185.0,86.0,26919.331062226323
58.0,245115.16687328133,33.0,81.0,93.0,68.0,8.0,98.0,100.0,108.0,37011.46625103995
60.0,248191.0745248221,39.0,75.0623350253807,56.0,93.0,5.0,100.0,107.29126903553299,85.0,37703.89289937177
39.0,163104.95933867517,16.0,52.0,77.0,73.0,5.0,65.0,85.0,121.0,25981.160479420636
46.0,190959.3887482136,25.0,62.0,48.0,100.0,18.0,83.0,145.0,144.0,29017.60821876616
37.0,175553.17621527897,16.0,66.0,98.0,80.0,10.0,81.0,39.0,139.0,26845.936641993943
24.0,125985.07742982524,3.0,98.0,54.0,93.0,13.0,95.0,103.0,91.0,19164.87065494772
45.0,193297.99937716624,25.0,66.0,74.0,57.0,15.0,83.0,182.0,113.0,29411.0298586626
57.0,249764.3105941948,34.0,90.0,100.0,73.0,4.0,74.0,130.0,83.0,37977.00947332158
59.0,245455.0249453896,35.0,70.0,98.0,89.0,8.0,64.0,172.0,139.0,37255.43563778874
39.0,143436.4680256163,14.0,76.0,47.0,58.0,2.0,62.0,87.0,143.0,21824.907230385797
27.0,147245.49203017927,7.0,65.0,96.0,84.0,5.0,84.0,126.0,127.0,22482.75654285777
54.0,243538.3244789421,31.0,87.0,87.0,96.0,5.0,86.0,177.0,92.0,36931.391532957736
51.0,218035.48690585015,27.0,76.0,100.0,67.0,2.0,83.0,65.0,136.0,33094.703770634136
48.0,196861.5939838639,27.0,73.0,46.0,93.0,12.0,94.0,175.0,125.0,30027.516782778304
23.0,94677.08174494017,0.0,67.0,52.0,57.0,15.0,65.0,107.29126903553299,107.0,14549.513225341088
60.0,231777.39403577163,36.0,51.0,43.0,100.0,11.0,75.0,42.0,106.0,25981.160479420636
24.0,107859.76485647482,17.66866368805849,63.0,77.0,63.0,8.0,81.0,47.0,80.0,16447.33805281188
37.0,160520.83176244222,16.0,58.0,74.0,66.0,6.0,67.0,179.0,83.0,24403.910458929564
28.0,156484.97982496358,8.0,72.0,90.0,100.0,8.0,97.0,92.0,82.0,23948.26267628823
31.0,128458.89658383264,9.0,53.0,48.0,97.0,14.0,93.0,39.0,88.0,19831.67321514344
50.0,203519.9130925015,27.0,99.0,63.0,82.0,19.0,66.0,125.0,144.0,30837.168102596446
34.0,161790.55436750033,10.0,52.0,86.0,100.0,17.0,79.0,127.0,83.0,24797.749424521346
23.0,117570.59908526078,0.0,75.0,69.87288049548178,93.0,4.0,91.0,192.0,136.0,18015.824413715545
24.0,119038.76613576544,4.0,70.0,78.0,59.0,3.0,68.0,80.0,114.99086016045496,18052.28948321623
40.0,170579.02279096862,17.0,88.0,73.0,68.0,15.0,92.0,164.0,135.0,25898.53724749408
26.0,131025.59866708877,1.0,57.0,94.0,91.0,18.0,73.0,120.0,137.0,20065.9340619131
34.0,154722.51401603743,11.0,71.0,92.0,79.0,13.0,86.0,196.0,92.0,23587.43851824032
40.0,171464.65727137812,17.0,70.0,82.0,66.0,12.0,69.0,185.0,140.0,26045.12613542632
24.0,101938.89802216784,4.0,55.0,45.0,77.0,4.0,83.0,43.0,87.0,15571.803424474369
57.0,230274.8328555436,33.0,85.0,61.0,92.0,4.0,86.0,100.0,134.0,34893.130610794426
39.983451776649744,106444.8084719084,1.0,88.0,59.0,72.0,4.0,96.0,139.0,107.0,16256.52626452202
29.0,101159.57829251338,4.0,80.0,54.0,56.0,12.0,95.0,104.0,94.0,15301.99036643935
37.0,159207.77889373782,13.0,64.0,91.0,77.0,18.0,99.0,167.0,83.0,24291.422118889488
58.0,174065.05749473296,33.0,94.0,57.0,51.0,6.0,77.0,189.0,119.0,32644.516295893456
41.0,157388.2981160101,19.0,50.0,51.0,59.0,19.0,85.0,27.0,98.0,23933.45086440517
60.0,255354.91896048657,40.0,55.0,87.0,75.07918781725888,7.0,84.0,117.0,138.0,38674.3849076092
41.0,181057.43432003804,20.0,73.0,59.0,96.0,11.0,96.0,162.0,90.0,27524.54928411369
23.0,128213.59280169044,2.0,60.0,88.0,89.0,2.0,65.0,79.0,136.0,19499.515825898336
47.0,197996.73257120585,24.0,88.0,68.0,76.0,9.0,73.0,141.0,94.0,30233.583776981133
42.0,171406.19925771572,19.0,57.0,58.0,93.0,19.0,91.0,144.0,119.0,26167.501060867253
22.0,110900.71995855556,1.0,75.0,78.0,53.0,1.0,73.0,87.0,107.0,16853.385946594753
28.0,116920.46240905208,6.0,68.0,60.0,57.0,1.0,91.0,107.29126903553299,102.0,17783.92860143599
28.0,132088.38049274415,5.0,84.0,85.0,64.0,17.0,95.0,181.0,125.0,25981.160479420636
24.0,104672.55087129472,1.0,97.0,42.0,77.0,1.0,89.0,29.0,120.0,15980.282459818753
56.0,239755.7180389752,33.0,86.0,65.0,95.0,14.0,78.0,39.0,131.0,36515.2847884548
21.0,131865.9122875578,0.0,60.0,91.0,89.0,15.0,83.0,32.0,135.0,20105.35208684486
26.0,134611.60318360338,5.0,77.0,77.0,75.0,17.0,65.0,111.0,119.0,20582.07467811434
41.0,192199.0146660884,20.0,71.0,89.0,60.0,3.0,92.0,172.0,94.0,29107.022371377738
53.0,225901.39078909613,29.0,62.0,97.0,99.0,12.0,82.0,196.0,98.0,34332.469353820015
35.0,134430.52137845097,15.0,59.0,56.0,62.0,6.0,98.0,49.0,89.0,20404.60270459957
31.0,136154.3366922315,6.0,81.0,69.0,98.0,19.0,97.0,124.0,121.0,20846.589882482345
60.0,230058.7798788858,38.0,59.0,68.0,54.0,16.0,88.0,171.0,118.0,35107.63406575446
37.0,152302.11919093024,13.0,53.0,62.0,82.0,3.0,79.0,128.0,137.0,23110.227513073296
22.0,119457.9266432582,2.0,73.0,93.0,68.0,10.610253807106599,65.0,167.0,144.0,18294.28091363938
44.0,191148.8339648968,21.0,87.0,75.0,100.0,2.0,88.0,156.0,104.0,29256.470971319955
40.0,166497.20060360644,16.0,80.0,72.0,59.0,2.0,88.0,36.0,114.99086016045496,25233.862525330496
25.0,88984.32735454562,1.0,91.0,51.0,52.0,8.0,88.0,122.0,147.0,13713.636340598385
53.0,201627.3007737369,29.0,60.0,63.0,73.0,10.0,84.0,114.0,123.0,30752.27674725788
58.0,251427.86170602817,38.0,100.0,80.0,91.0,11.0,64.0,94.0,92.0,38136.04175360885
55.0,203926.21849859093,30.0,74.0,58.0,66.0,20.0,69.0,95.0,90.0,30998.430834165112
57.0,227299.67264260375,32.0,59.0,98.0,72.0,10.0,85.0,43.0,90.0,34618.83588962532
39.0,171161.89785308702,15.0,74.0,81.0,100.0,11.0,68.0,181.0,147.0,26091.046729460923
25.0,114901.47815855948,0.0,92.0,67.0,82.0,12.0,61.0,102.0,119.0,17616.265607189795
31.0,170908.07439044444,10.0,71.0,100.0,99.0,16.0,72.0,67.0,97.0,25995.94694938288
29.0,152829.4291463219,9.0,68.0,94.0,100.0,4.0,92.0,148.0,147.0,23463.18205413813
22.0,132011.57005989796,0.0,71.0,96.0,99.0,20.0,68.0,162.0,128.0,20177.08685532904
29.0,160105.7598776126,8.0,61.0,93.0,94.0,20.0,70.0,194.0,136.0,24486.631445071176
22.0,129046.48592031912,0.0,73.0,83.0,96.0,8.0,88.0,166.0,116.0,19734.52473618888
48.0,205903.73962440997,27.0,84.0,55.0,69.0,16.0,72.0,104.0,136.0,31440.295027905813
49.0,207805.17925760464,27.0,99.0,64.0,82.0,17.0,86.0,51.0,105.0,31692.533983736128
58.0,232126.87974792573,37.0,66.0,43.0,91.0,16.0,83.0,151.0,93.0,35380.695117942094
53.0,214375.38269709947,33.0,68.0,45.0,98.0,6.0,77.0,107.29126903553299,145.0,32614.31255056477
29.0,140642.12243424793,6.0,55.0,100.0,64.0,15.0,82.0,16.0,133.0,21313.64441649488
23.0,97083.70743667112,0.0,82.0,63.0,65.0,13.0,65.0,105.0,108.0,14653.63289772466
21.0,122152.9658277772,0.0,56.0,93.0,95.0,11.0,69.0,45.0,84.0,18795.699099746176
38.0,178211.78526048013,15.0,94.0,93.0,58.0,16.0,88.0,167.0,80.0,27138.577267114
25.0,117243.07772785646,5.0,66.0,53.0,59.0,18.0,98.0,145.0,134.0,17747.65151335698
27.0,102533.08780322425,5.0,65.0,59.0,57.0,2.0,75.0,117.0,114.99086016045496,15618.008400593972
24.0,133770.32724469653,4.0,81.0,78.0,84.0,1.0,100.0,141.0,110.0,20385.47961189507
29.0,114012.78949980062,7.0,77.0,40.0,89.0,12.0,75.0,156.0,133.0,17402.206421018815
31.0,118177.65249747572,6.0,92.0,45.0,83.0,12.0,64.0,144.0,149.0,18099.01512950436
52.0,196182.99123048424,28.0,85.0,41.0,74.0,16.0,80.09645649304498,172.0,129.0,29696.6607059399
43.0,174065.05749473296,21.0,97.0,41.0,72.0,3.0,82.0,71.0,93.0,25602.778459808585
57.0,214886.6045136341,32.0,98.0,61.0,58.0,2.0,82.0,149.0,123.0,32658.904909095247
31.0,134821.36976832227,17.66866368805849,79.0,84.0,80.0,6.0,68.0,26.0,138.0,20627.61011680012
22.0,98848.7119081378,0.0,62.0,42.0,100.0,7.0,62.0,90.0,119.0,15040.019502994432
52.0,208364.8482002272,29.0,84.0,70.0,66.0,2.0,72.0,83.0,125.0,31505.002997792144
23.0,91281.75347326408,0.0,71.0,57.0,57.0,12.0,87.0,112.0,136.0,13837.07523173073
44.0,200173.62566458195,22.0,61.0,71.0,94.0,16.0,83.0,142.0,114.0,30470.770204884466
25.0,94051.37246003708,0.0,77.0,45.0,77.0,20.0,71.0,149.0,117.0,14437.703860078984
40.0,174988.35975154585,20.0,55.0,60.0,92.0,10.0,79.0,124.0,134.0,26611.75700277855
30.0,127270.83350021712,5.0,78.0,62.0,78.0,2.0,82.0,167.0,135.0,19453.775796037306
37.0,160547.49426194737,12.0,100.0,100.0,53.0,3.0,100.0,113.0,126.0,24367.94231522764
52.0,186774.7415142418,27.0,93.0,50.0,51.0,5.0,98.0,183.0,136.0,28078.81911066271
22.0,101524.04468900723,1.0,54.0,55.0,99.0,12.0,83.0,108.0,84.0,15704.494130095538
58.0,249174.8385675064,37.0,93.0,68.0,73.0,12.0,88.0,29.0,97.0,37777.72218117032
53.0,221532.78481527884,31.0,75.0,60.0,91.0,9.0,75.0,39.0,83.0,33673.84273774618
31.0,155144.40404227618,8.0,83.0,64.0,85.0,4.0,76.0,76.0,137.0,23704.618097484883
33.0,147260.41204259617,9.0,68.0,84.0,75.07918781725888,7.0,67.0,44.0,89.0,22362.307762329383
48.0,191217.76839871213,27.0,95.0,68.0,55.0,11.0,82.0,191.0,88.0,29063.01162339354
55.0,222818.2462735785,31.0,68.0,97.0,69.0,6.0,100.0,54.0,126.0,33715.71157007701
52.0,210517.13557878736,31.0,57.0,52.0,100.0,5.0,75.0,136.0,83.0,31866.41553645666
43.0,184535.7081753628,19.0,86.0,63.0,79.0,18.0,68.0,166.0,91.0,28165.720201999367
24.0,131610.13679341692,2.0,75.0,85.0,96.0,16.0,93.0,115.0,132.0,20302.31493290154
56.0,232286.84153823808,36.0,58.0,60.0,91.0,3.0,88.0,129.0,146.0,35160.69781060289
42.0,204365.62038634828,21.0,99.0,75.0,90.0,19.0,71.0,43.0,135.0,31159.734062320706
52.0,206163.7692283677,32.0,57.0,73.0,59.0,10.0,70.0,51.0,121.0,31293.731516446795
34.0,159071.9087330762,12.0,83.0,97.0,68.0,3.0,76.0,60.0,150.0,24086.906336865
37.0,173230.8877376582,16.0,90.0,59.0,89.0,18.0,65.0,138.0,101.0,26573.77482469574
57.0,210057.1621309043,33.0,59.0,50.0,92.0,20.0,98.0,96.0,85.0,32009.4712433047
21.0,124646.78715439088,1.0,52.0,100.0,91.0,19.0,76.0,176.0,106.0,19091.10553478216
56.0,220188.03037880565,33.0,75.0623350253807,80.0,51.0,16.0,100.0,149.0,117.0,33356.60547985287
39.0,180192.6081397241,16.0,65.0,91.0,93.0,13.0,79.0,126.0,89.0,27395.196209317517
23.0,117852.2841288992,2.0,78.0,66.0,80.0,15.0,73.0,97.0,98.0,18014.81880838997
40.0,165605.25976566796,15.0,70.0,86.0,72.0,13.0,68.0,104.0,145.0,25148.63259864603
55.0,221216.14334715836,35.0,70.0,55.0,79.0,4.0,77.0,125.0,111.0,33631.16062465632
29.0,130854.5859381219,9.0,53.0,58.0,74.0,20.0,86.0,73.0,100.0,19886.632366238427
40.0,160296.66152714612,16.0,96.0,60.0,62.0,6.0,91.0,141.0,139.0,24423.237941409094
51.0,180902.97359439317,29.0,81.0,41.0,55.0,13.0,92.0,127.0,110.0,27509.78205839697
33.0,113886.88120527077,9.0,72.0,43.0,53.0,10.0,91.0,162.0,140.0,17388.492047649932
